"","CitationName","n"
"1","Mammalia",4
"2","<i>In</i> J. F. Eisenberg (ed.), Vertebrate ecology in the northern Neotropics, Smithson. Inst. Press",1
"3","<i>In</i> J. F. Eisenberg (ed.), Vertebrate ecology in the northern Neotropics, Smithson. Inst. Press.",1
"4","<i>In</i> K. H. Redford and J. F. Eisenberg, eds., Advances in Neotropical Mammalogy, The Sandhill Crane Press, Inc.",1
"5","Acta Cient. Venezolana",1
"6","Fieldiana Zool., n.s.",1
"7","J. Mammal.",1
